0,-0.0020877954
1,0.0048533
2,-0.0031280033
3,-0.0032476392
4,0.0026523455
5,0.0075687002
6,-4.7515114e-05
7,-0.0009311049
8,0.0011280333
9,0.00019697251
10,0.0056270603
11,0.0033974925
12,0.0044183317
13,0.001506342
14,6.6146617e-06
15,0.0054307086
16,-0.0018513342
17,0.0050930036
18,-0.0039072447
19,-0.002566592
20,0.010002513
21,-0.011605833
22,0.010362633
23,0.00054901984
24,-0.0018070311
25,0.0056419945
26,-0.00060630124
27,0.0015940012
28,0.0005920878
29,0.00069043325
30,-0.0010456278
31,0.0073096943
32,-0.012481712
33,-0.0063230055
34,0.008734213
35,-0.018479276
36,0.0060908766
37,0.012645699
38,-0.00086445344
39,0.0023211595
40,0.0046001268
41,0.009520552
42,0.001083925
43,0.0018148436
44,0.004471129
45,0.0032438189
46,-0.0024061454
47,0.0013131892
48,0.005587352
49,-0.0016197738
50,-0.0055255704
51,-0.0024254697
52,0.0066751637
53,-0.008316924
54,0.007148644
55,-0.0033456292
56,0.0077549634
57,-0.00058852305
58,0.0040484634
59,-0.004483617
60,0.005158934
61,-0.010602133
62,0.004040279
63,-0.004304145
64,0.0062829587
65,0.0035380658
66,0.012115443
67,0.0035459562
68,-0.0028407983
69,-0.023234125
70,0.01420584
71,-0.014431314
72,-0.006723556
73,0.008808989
74,0.004650798
75,0.010365313
76,6.34017e-06
77,0.0040266146
78,-0.0018438118
79,0.0071603153
80,0.0024818175
81,-0.009351472
82,0.009364004
83,0.010479564
84,0.0019059611
85,0.005216639
86,0.004130539
87,-0.003693918
88,0.004312344
89,4.288845e-05
90,0.010091067
91,0.0051011033
92,-0.005022332
93,0.010247412
94,-0.0007078684
95,0.0017209047
96,-0.008308074
97,-0.0029281152
98,-0.00055151747
99,0.006320962
100,-0.0070729363
101,0.003663625
102,-0.014410577
103,0.00591844
104,-0.005526048
105,-0.013875554
106,0.008454454
107,0.012749914
108,-0.0003468736
109,-0.010205264
110,-0.008404776
111,0.014676069
112,-0.005902401
113,0.0075388756
114,0.0077609634
115,-0.013948302
116,-0.025328424
117,0.0026662191
118,-0.012219369
119,0.009452457
120,0.00954479
121,0.0061806915
122,-0.004298789
